pair_id,original_words,steer_words,word_reduction,length_group,matrix_classifiable,supported_change,hallucination_change,hallucination_unchanged_subtype
264423,67,39,0.417910447761194,shorter,True,mixed,gained,
43098,76,41,0.4605263157894737,shorter,True,mixed,unchanged,both_zero_confirmed
80185,103,52,0.49514563106796117,shorter,True,mixed,unchanged,both_zero_confirmed
120357,96,11,0.8854166666666666,shorter,False,unresolved,unchanged,both_zero_confirmed
68418,52,32,0.38461538461538464,shorter,False,unresolved,unresolved,
561517,98,43,0.5612244897959183,shorter,True,mixed,mixed,
543118,114,49,0.5701754385964912,shorter,True,lost,gained,
120806,77,58,0.24675324675324675,shorter,True,mixed,mixed,
136140,66,31,0.5303030303030303,shorter,False,mixed,unresolved,
196989,96,48,0.5,shorter,True,mixed,unchanged,both_zero_confirmed
85674,107,67,0.37383177570093457,shorter,True,mixed,gained,
433892,89,43,0.5168539325842697,shorter,True,mixed,lost,
190015,75,54,0.28,shorter,True,lost,unchanged,both_zero_confirmed
419558,96,35,0.6354166666666666,shorter,True,mixed,gained,
70471,85,51,0.4,shorter,True,mixed,mixed,
569801,113,38,0.6637168141592921,shorter,False,mixed,unresolved,
86250,107,32,0.7009345794392523,shorter,True,mixed,lost,
552221,128,52,0.59375,shorter,True,mixed,lost,
118839,67,30,0.5522388059701493,shorter,True,mixed,lost,
303499,115,43,0.6260869565217392,shorter,False,unresolved,unchanged,both_zero_confirmed
471483,70,49,0.3,shorter,True,mixed,unchanged,both_zero_confirmed
545353,96,49,0.4895833333333333,shorter,True,lost,mixed,
55857,71,37,0.4788732394366197,shorter,True,mixed,unchanged,both_zero_confirmed
150098,65,9,0.8615384615384616,shorter,False,lost,unresolved,
183970,92,26,0.717391304347826,shorter,True,lost,lost,
32909,65,51,0.2153846153846154,shorter,True,lost,lost,
21046,77,62,0.19480519480519481,shorter,False,unresolved,mixed,
195269,80,56,0.3,shorter,True,mixed,lost,
513037,66,42,0.36363636363636365,shorter,True,mixed,gained,
431364,60,48,0.2,shorter,True,mixed,gained,
121876,76,29,0.618421052631579,shorter,True,mixed,lost,
256220,117,48,0.5897435897435898,shorter,True,mixed,mixed,
274612,93,64,0.3118279569892473,shorter,True,mixed,gained,
43324,87,31,0.6436781609195402,shorter,True,mixed,gained,
82465,97,60,0.38144329896907214,shorter,True,mixed,lost,
75806,94,64,0.3191489361702128,shorter,True,lost,lost,
89296,76,31,0.5921052631578947,shorter,True,mixed,unchanged,both_zero_confirmed
449039,103,48,0.5339805825242718,shorter,True,mixed,lost,
527219,96,47,0.5104166666666666,shorter,True,unchanged,lost,
45094,89,38,0.5730337078651685,shorter,True,mixed,lost,
113246,110,56,0.4909090909090909,shorter,True,mixed,lost,
389308,110,9,0.9181818181818182,shorter,True,mixed,lost,
261115,72,44,0.3888888888888889,shorter,False,mixed,unresolved,
253489,87,49,0.4367816091954023,shorter,True,mixed,lost,
45367,82,31,0.6219512195121951,shorter,True,mixed,unchanged,both_zero_confirmed
46912,97,55,0.4329896907216495,shorter,True,gained,lost,
94760,49,43,0.12244897959183673,shorter,True,gained,unchanged,both_zero_confirmed
96755,110,48,0.5636363636363636,shorter,False,mixed,unresolved,
221044,84,62,0.2619047619047619,shorter,True,mixed,mixed,
482236,127,50,0.6062992125984252,shorter,True,mixed,mixed,
48530,55,8,0.8545454545454545,shorter,True,mixed,unchanged,both_zero_confirmed
112437,104,44,0.5769230769230769,shorter,True,mixed,mixed,
255795,102,44,0.5686274509803921,shorter,True,mixed,mixed,
511138,106,76,0.2830188679245283,shorter,True,gained,unchanged,known_nonzero_unchanged
548090,76,40,0.47368421052631576,shorter,True,mixed,unchanged,both_zero_confirmed
403907,68,39,0.4264705882352941,shorter,False,unresolved,unresolved,
439180,94,70,0.2553191489361702,shorter,True,mixed,lost,
554582,92,59,0.358695652173913,shorter,True,mixed,gained,
475150,65,39,0.4,shorter,True,gained,lost,
575946,98,6,0.9387755102040817,shorter,True,lost,lost,
356500,123,47,0.6178861788617886,shorter,True,lost,unchanged,both_zero_confirmed
579468,51,39,0.23529411764705882,shorter,True,mixed,gained,
332570,73,11,0.8493150684931506,shorter,True,mixed,unchanged,both_zero_confirmed
293964,118,45,0.6186440677966102,shorter,True,mixed,mixed,
137967,111,26,0.7657657657657657,shorter,True,lost,mixed,
54264,98,46,0.5306122448979592,shorter,False,unresolved,unresolved,
63040,118,61,0.4830508474576271,shorter,True,mixed,gained,
397351,94,34,0.6382978723404256,shorter,False,mixed,unresolved,
204661,59,36,0.3898305084745763,shorter,True,mixed,lost,
223874,130,64,0.5076923076923077,shorter,True,mixed,mixed,
87144,98,52,0.46938775510204084,shorter,True,mixed,unchanged,both_zero_confirmed
373857,112,47,0.5803571428571429,shorter,True,mixed,lost,
294484,64,68,-0.0625,longer,False,unresolved,unresolved,
303908,94,42,0.5531914893617021,shorter,True,mixed,unchanged,both_zero_confirmed
112702,98,8,0.9183673469387755,shorter,True,lost,lost,
226701,81,29,0.6419753086419753,shorter,True,mixed,lost,
89359,113,29,0.7433628318584071,shorter,True,lost,lost,
366830,49,53,-0.08163265306122448,longer,True,mixed,lost,
537857,84,19,0.7738095238095238,shorter,True,mixed,lost,
494141,65,63,0.03076923076923077,shorter,True,mixed,mixed,
164497,69,48,0.30434782608695654,shorter,True,mixed,unchanged,both_zero_confirmed
380203,76,38,0.5,shorter,False,mixed,unresolved,
570101,137,57,0.583941605839416,shorter,False,mixed,unresolved,
447553,76,31,0.5921052631578947,shorter,True,mixed,unchanged,both_zero_confirmed
230739,96,58,0.3958333333333333,shorter,True,mixed,unchanged,both_zero_confirmed
74789,101,63,0.37623762376237624,shorter,True,unchanged,mixed,
198590,64,46,0.28125,shorter,True,mixed,lost,
41438,93,44,0.5268817204301075,shorter,True,lost,lost,
235864,101,46,0.5445544554455446,shorter,True,mixed,lost,
133819,85,40,0.5294117647058824,shorter,True,mixed,lost,
30361,60,41,0.31666666666666665,shorter,True,mixed,unchanged,both_zero_confirmed
281683,81,52,0.35802469135802467,shorter,True,mixed,unchanged,both_zero_confirmed
574280,110,50,0.5454545454545454,shorter,True,mixed,mixed,
269942,93,48,0.4838709677419355,shorter,True,mixed,lost,
515391,92,17,0.8152173913043478,shorter,True,lost,unchanged,both_zero_confirmed
572050,50,8,0.84,shorter,True,lost,unchanged,both_zero_confirmed
233023,100,70,0.3,shorter,True,mixed,lost,
230220,62,55,0.11290322580645161,shorter,True,mixed,gained,
381213,104,62,0.40384615384615385,shorter,True,gained,lost,
73201,103,42,0.5922330097087378,shorter,True,lost,unchanged,both_zero_confirmed
306879,84,51,0.39285714285714285,shorter,True,mixed,unchanged,both_zero_confirmed
519728,54,49,0.09259259259259259,shorter,True,lost,unchanged,both_zero_confirmed
159736,85,36,0.5764705882352941,shorter,False,mixed,unresolved,
280888,117,72,0.38461538461538464,shorter,True,lost,unchanged,both_zero_confirmed
138119,106,46,0.5660377358490566,shorter,True,lost,unchanged,both_zero_confirmed
454642,117,66,0.4358974358974359,shorter,True,lost,unchanged,both_zero_confirmed
91349,102,80,0.21568627450980393,shorter,True,mixed,lost,
110196,100,65,0.35,shorter,True,mixed,lost,
441614,69,11,0.8405797101449275,shorter,True,lost,lost,
35966,89,45,0.4943820224719101,shorter,True,mixed,unchanged,both_zero_confirmed
458778,109,43,0.6055045871559633,shorter,True,mixed,lost,
578383,69,44,0.36231884057971014,shorter,True,mixed,lost,
361521,81,49,0.3950617283950617,shorter,True,mixed,lost,
340934,95,34,0.6421052631578947,shorter,True,mixed,unchanged,both_zero_confirmed
274298,58,55,0.05172413793103448,shorter,True,mixed,unchanged,both_zero_confirmed
467966,97,60,0.38144329896907214,shorter,True,lost,unchanged,known_nonzero_unchanged
448657,96,31,0.6770833333333334,shorter,True,mixed,unchanged,both_zero_confirmed
381925,86,40,0.5348837209302325,shorter,True,mixed,gained,
85162,70,35,0.5,shorter,False,mixed,unresolved,
581863,86,11,0.872093023255814,shorter,True,mixed,lost,
567740,88,49,0.4431818181818182,shorter,True,mixed,gained,
327590,91,59,0.3516483516483517,shorter,False,mixed,unresolved,
32001,71,51,0.28169014084507044,shorter,True,mixed,lost,
293545,111,55,0.5045045045045045,shorter,True,mixed,mixed,
523677,98,63,0.35714285714285715,shorter,True,mixed,gained,
226404,91,43,0.5274725274725275,shorter,True,mixed,unchanged,both_zero_confirmed
158414,64,46,0.28125,shorter,True,mixed,mixed,
49151,105,82,0.21904761904761905,shorter,True,mixed,lost,
120340,94,19,0.7978723404255319,shorter,True,mixed,unchanged,both_zero_confirmed
572184,95,48,0.49473684210526314,shorter,False,unresolved,lost,
214124,64,10,0.84375,shorter,False,unresolved,unresolved,
474439,56,48,0.14285714285714285,shorter,False,unresolved,lost,
276971,98,60,0.3877551020408163,shorter,True,mixed,lost,
168583,83,61,0.26506024096385544,shorter,False,mixed,unresolved,
286591,61,54,0.11475409836065574,shorter,True,mixed,gained,
417586,80,39,0.5125,shorter,False,unresolved,unresolved,
96034,60,53,0.11666666666666667,shorter,False,mixed,unresolved,
168543,72,10,0.8611111111111112,shorter,False,unresolved,lost,
89618,75,66,0.12,shorter,True,mixed,unchanged,both_zero_confirmed
239005,54,53,0.018518518518518517,shorter,True,gained,gained,
476796,50,11,0.78,shorter,True,mixed,gained,
372428,77,60,0.22077922077922077,shorter,True,mixed,gained,
483723,109,42,0.6146788990825688,shorter,True,mixed,mixed,
160004,104,38,0.6346153846153846,shorter,True,mixed,lost,
246252,86,61,0.29069767441860467,shorter,True,mixed,lost,
553747,76,20,0.7368421052631579,shorter,False,unresolved,unchanged,both_zero_confirmed
332777,50,35,0.3,shorter,True,mixed,unchanged,both_zero_confirmed
145073,69,27,0.6086956521739131,shorter,False,gained,unresolved,
370207,95,70,0.2631578947368421,shorter,True,mixed,mixed,
337055,83,11,0.8674698795180723,shorter,True,lost,lost,
169436,82,42,0.4878048780487805,shorter,True,mixed,lost,
45644,115,49,0.5739130434782609,shorter,True,mixed,mixed,
265518,82,46,0.43902439024390244,shorter,True,mixed,gained,
365208,94,25,0.7340425531914894,shorter,False,mixed,unresolved,
221536,69,44,0.36231884057971014,shorter,False,mixed,unresolved,
298372,65,38,0.4153846153846154,shorter,True,mixed,lost,
388409,77,33,0.5714285714285714,shorter,True,lost,unchanged,both_zero_confirmed
262092,82,22,0.7317073170731707,shorter,True,mixed,unchanged,both_zero_confirmed
388829,94,22,0.7659574468085106,shorter,True,gained,unchanged,both_zero_confirmed
262987,81,62,0.2345679012345679,shorter,True,mixed,lost,
501047,73,45,0.3835616438356164,shorter,False,mixed,unresolved,
494014,90,43,0.5222222222222223,shorter,True,mixed,lost,
581451,57,8,0.8596491228070176,shorter,False,lost,unresolved,
373089,107,51,0.5233644859813084,shorter,True,gained,unchanged,known_nonzero_unchanged
351528,88,13,0.8522727272727273,shorter,False,unresolved,lost,
180917,95,44,0.5368421052631579,shorter,False,mixed,unresolved,
71090,59,29,0.5084745762711864,shorter,True,mixed,mixed,
483849,69,29,0.5797101449275363,shorter,True,mixed,unchanged,known_nonzero_unchanged
418623,158,13,0.9177215189873418,shorter,False,unresolved,lost,
528098,89,53,0.4044943820224719,shorter,False,mixed,unresolved,
536720,101,65,0.3564356435643564,shorter,False,mixed,unresolved,
265096,62,15,0.7580645161290323,shorter,True,mixed,gained,
405635,97,0,1.0,shorter,True,lost,lost,
508580,73,34,0.5342465753424658,shorter,True,mixed,unchanged,both_zero_confirmed
30273,102,56,0.45098039215686275,shorter,True,mixed,mixed,
566324,93,59,0.3655913978494624,shorter,True,mixed,gained,
283119,73,17,0.7671232876712328,shorter,True,lost,lost,
183965,91,81,0.10989010989010989,shorter,False,mixed,unresolved,
15113,44,44,0.0,unchanged,True,mixed,lost,
484346,86,48,0.4418604651162791,shorter,True,mixed,unchanged,both_zero_confirmed
142826,77,47,0.38961038961038963,shorter,True,lost,lost,
161022,67,60,0.1044776119402985,shorter,False,unresolved,unresolved,
17409,110,36,0.6727272727272727,shorter,True,unchanged,unchanged,known_nonzero_unchanged
422522,104,64,0.38461538461538464,shorter,True,mixed,lost,
456559,63,20,0.6825396825396826,shorter,True,lost,lost,
240323,63,13,0.7936507936507936,shorter,True,mixed,lost,
575901,133,62,0.5338345864661654,shorter,True,mixed,lost,
316397,108,60,0.4444444444444444,shorter,False,mixed,unresolved,
344498,108,62,0.42592592592592593,shorter,True,mixed,mixed,
180167,61,40,0.3442622950819672,shorter,True,mixed,unchanged,both_zero_confirmed
143132,117,37,0.6837606837606838,shorter,True,mixed,lost,
443218,100,54,0.46,shorter,False,mixed,unresolved,
331883,97,10,0.8969072164948454,shorter,False,unresolved,unresolved,
132317,78,27,0.6538461538461539,shorter,True,mixed,unchanged,both_zero_confirmed
150639,83,21,0.7469879518072289,shorter,False,unresolved,unresolved,
237759,140,64,0.5428571428571428,shorter,True,mixed,gained,
259422,117,62,0.4700854700854701,shorter,True,mixed,gained,
236747,105,31,0.7047619047619048,shorter,False,unresolved,lost,
209322,94,15,0.8404255319148937,shorter,True,mixed,lost,
84701,124,57,0.5403225806451613,shorter,True,mixed,mixed,
357501,74,43,0.4189189189189189,shorter,False,mixed,unresolved,
213432,52,36,0.3076923076923077,shorter,True,mixed,unchanged,both_zero_confirmed
99581,69,33,0.5217391304347826,shorter,True,mixed,unchanged,both_zero_confirmed
497867,102,8,0.9215686274509803,shorter,True,lost,unchanged,known_nonzero_unchanged
298812,74,29,0.6081081081081081,shorter,True,mixed,gained,
554114,100,46,0.54,shorter,True,mixed,lost,
365099,97,48,0.5051546391752577,shorter,True,mixed,lost,
317188,70,19,0.7285714285714285,shorter,True,mixed,lost,
265462,98,48,0.5102040816326531,shorter,True,mixed,unchanged,both_zero_confirmed
469638,101,46,0.5445544554455446,shorter,True,mixed,lost,
190395,87,40,0.5402298850574713,shorter,True,mixed,mixed,
544638,102,56,0.45098039215686275,shorter,True,mixed,lost,
19079,85,49,0.4235294117647059,shorter,False,unresolved,lost,
435081,142,46,0.676056338028169,shorter,True,mixed,unchanged,zero_known_but_visual_membership_unknown
324789,81,41,0.49382716049382713,shorter,True,mixed,mixed,
256003,101,6,0.9405940594059405,shorter,True,lost,lost,
321217,81,45,0.4444444444444444,shorter,True,lost,unchanged,both_zero_confirmed
338419,51,33,0.35294117647058826,shorter,False,unresolved,unresolved,
360487,66,45,0.3181818181818182,shorter,False,unresolved,unchanged,both_zero_confirmed
58029,43,7,0.8372093023255814,shorter,True,lost,unchanged,both_zero_confirmed
428975,103,42,0.5922330097087378,shorter,True,mixed,mixed,
46463,65,49,0.24615384615384617,shorter,True,mixed,mixed,
371005,105,44,0.580952380952381,shorter,True,mixed,lost,
191054,122,62,0.4918032786885246,shorter,True,mixed,mixed,
22461,75,42,0.44,shorter,True,mixed,unchanged,known_nonzero_unchanged
8899,93,45,0.5161290322580645,shorter,True,mixed,gained,
506441,104,51,0.5096153846153846,shorter,True,mixed,unchanged,known_nonzero_unchanged
438364,83,10,0.8795180722891566,shorter,True,lost,lost,
93620,97,54,0.44329896907216493,shorter,True,mixed,unchanged,both_zero_confirmed
154173,71,48,0.323943661971831,shorter,True,unchanged,unchanged,both_zero_confirmed
237517,119,47,0.6050420168067226,shorter,True,mixed,unchanged,both_zero_confirmed
551665,82,28,0.6585365853658537,shorter,True,mixed,gained,
442136,92,47,0.4891304347826087,shorter,True,mixed,lost,
249883,84,47,0.44047619047619047,shorter,True,mixed,mixed,
564003,67,41,0.3880597014925373,shorter,True,lost,mixed,
6460,86,42,0.5116279069767442,shorter,True,lost,unchanged,both_zero_confirmed
209548,89,44,0.5056179775280899,shorter,True,mixed,gained,
275501,71,11,0.8450704225352113,shorter,True,lost,lost,
316617,117,58,0.5042735042735043,shorter,True,mixed,unchanged,both_zero_confirmed
279634,94,50,0.46808510638297873,shorter,True,mixed,lost,
245173,102,59,0.4215686274509804,shorter,True,lost,mixed,
522478,64,37,0.421875,shorter,True,mixed,unchanged,both_zero_confirmed
424712,104,60,0.4230769230769231,shorter,True,mixed,unchanged,both_zero_confirmed
281628,79,13,0.8354430379746836,shorter,True,mixed,lost,
236868,101,30,0.7029702970297029,shorter,True,mixed,unchanged,both_zero_confirmed
522032,88,46,0.4772727272727273,shorter,False,lost,unresolved,
567171,92,59,0.358695652173913,shorter,False,mixed,unresolved,
559550,93,38,0.5913978494623656,shorter,True,mixed,gained,
201141,108,52,0.5185185185185185,shorter,True,mixed,unchanged,both_zero_confirmed
317479,115,54,0.5304347826086957,shorter,True,mixed,unchanged,both_zero_confirmed
236246,97,41,0.5773195876288659,shorter,True,mixed,lost,
402588,108,66,0.3888888888888889,shorter,True,mixed,lost,
401862,100,46,0.54,shorter,True,mixed,lost,
141256,100,53,0.47,shorter,True,mixed,gained,
409009,90,48,0.4666666666666667,shorter,False,mixed,unresolved,
438426,56,14,0.75,shorter,True,mixed,unchanged,both_zero_confirmed
10837,83,55,0.3373493975903614,shorter,True,gained,unchanged,both_zero_confirmed
568814,99,20,0.797979797979798,shorter,True,lost,lost,
565761,130,73,0.43846153846153846,shorter,False,unresolved,gained,
1682,55,41,0.2545454545454545,shorter,True,mixed,gained,
415015,62,45,0.27419354838709675,shorter,True,mixed,unchanged,known_nonzero_unchanged
76484,73,44,0.3972602739726027,shorter,True,gained,gained,
232679,92,30,0.6739130434782609,shorter,True,mixed,unchanged,both_zero_confirmed
555412,61,33,0.45901639344262296,shorter,False,unresolved,unresolved,
69946,106,78,0.2641509433962264,shorter,True,mixed,mixed,
430973,53,12,0.7735849056603774,shorter,True,mixed,lost,
226802,81,61,0.24691358024691357,shorter,True,mixed,mixed,
116887,92,30,0.6739130434782609,shorter,False,unresolved,unchanged,known_nonzero_unchanged
49444,91,71,0.21978021978021978,shorter,True,mixed,gained,
381658,81,25,0.691358024691358,shorter,True,mixed,mixed,
570659,94,48,0.48936170212765956,shorter,True,mixed,mixed,
84477,76,54,0.2894736842105263,shorter,True,mixed,lost,
210394,149,60,0.5973154362416108,shorter,True,gained,lost,
66841,85,42,0.5058823529411764,shorter,True,mixed,lost,
469134,135,63,0.5333333333333333,shorter,False,mixed,unresolved,
120234,67,41,0.3880597014925373,shorter,False,mixed,unresolved,
197666,58,38,0.3448275862068966,shorter,True,mixed,lost,
275448,99,32,0.6767676767676768,shorter,False,mixed,unresolved,
506187,52,43,0.17307692307692307,shorter,True,unchanged,gained,
299776,106,48,0.5471698113207547,shorter,True,mixed,lost,
419697,87,39,0.5517241379310345,shorter,True,mixed,unchanged,both_zero_confirmed
212421,90,39,0.5666666666666667,shorter,True,lost,mixed,
530600,75,74,0.013333333333333334,shorter,True,mixed,gained,
445233,103,62,0.39805825242718446,shorter,True,mixed,gained,
285894,91,64,0.2967032967032967,shorter,True,mixed,unchanged,both_zero_confirmed
277094,95,67,0.29473684210526313,shorter,True,mixed,unchanged,known_nonzero_unchanged
1404,51,23,0.5490196078431373,shorter,True,mixed,unchanged,both_zero_confirmed
65350,95,18,0.8105263157894737,shorter,True,mixed,unchanged,both_zero_confirmed
242422,111,54,0.5135135135135135,shorter,True,mixed,lost,
409346,86,44,0.4883720930232558,shorter,False,mixed,unresolved,
350160,94,46,0.5106382978723404,shorter,True,mixed,lost,
180411,73,50,0.3150684931506849,shorter,True,mixed,unchanged,both_zero_confirmed
210408,87,50,0.42528735632183906,shorter,True,gained,mixed,
563153,69,15,0.782608695652174,shorter,False,mixed,unresolved,
408501,81,37,0.5432098765432098,shorter,True,mixed,lost,
61715,60,66,-0.1,longer,True,lost,gained,
443844,66,48,0.2727272727272727,shorter,True,mixed,unchanged,both_zero_confirmed
32284,100,8,0.92,shorter,True,lost,lost,
482742,103,46,0.5533980582524272,shorter,True,mixed,mixed,
450500,101,64,0.36633663366336633,shorter,True,mixed,lost,
317531,67,29,0.5671641791044776,shorter,True,mixed,unchanged,both_zero_confirmed
128515,98,44,0.5510204081632653,shorter,True,mixed,lost,
25846,87,29,0.6666666666666666,shorter,True,mixed,gained,
484432,78,16,0.7948717948717948,shorter,False,mixed,unresolved,
221914,62,9,0.8548387096774194,shorter,True,mixed,unchanged,both_zero_confirmed
450849,99,44,0.5555555555555556,shorter,True,mixed,mixed,
319726,132,45,0.6590909090909091,shorter,True,mixed,lost,
276066,54,14,0.7407407407407407,shorter,True,mixed,unchanged,both_zero_confirmed
116202,98,59,0.3979591836734694,shorter,True,lost,unchanged,both_zero_confirmed
92679,73,43,0.410958904109589,shorter,True,mixed,unchanged,both_zero_confirmed
1180,103,57,0.44660194174757284,shorter,True,mixed,lost,
296960,64,25,0.609375,shorter,True,mixed,mixed,
369190,78,59,0.24358974358974358,shorter,True,mixed,unchanged,known_nonzero_unchanged
306335,91,23,0.7472527472527473,shorter,True,mixed,lost,
103485,118,73,0.3813559322033898,shorter,True,mixed,lost,
519838,106,52,0.5094339622641509,shorter,True,mixed,lost,
228867,96,28,0.7083333333333334,shorter,True,mixed,lost,
281331,51,31,0.39215686274509803,shorter,True,mixed,unchanged,both_zero_confirmed
43947,63,43,0.31746031746031744,shorter,True,mixed,gained,
331180,54,38,0.2962962962962963,shorter,True,mixed,lost,
262531,116,48,0.5862068965517241,shorter,True,lost,lost,
53748,104,48,0.5384615384615384,shorter,True,mixed,unchanged,both_zero_confirmed
521869,67,53,0.208955223880597,shorter,True,mixed,mixed,
462687,106,43,0.5943396226415094,shorter,True,mixed,mixed,
138549,118,43,0.635593220338983,shorter,False,unresolved,lost,
1960,112,44,0.6071428571428571,shorter,True,mixed,lost,
446799,82,43,0.47560975609756095,shorter,False,mixed,unresolved,
323799,104,54,0.4807692307692308,shorter,True,lost,gained,
162530,109,26,0.7614678899082569,shorter,True,mixed,gained,
113333,95,49,0.4842105263157895,shorter,True,mixed,lost,
377195,102,57,0.4411764705882353,shorter,True,mixed,mixed,
169273,55,41,0.2545454545454545,shorter,True,mixed,lost,
251367,107,63,0.411214953271028,shorter,True,mixed,mixed,
216243,83,59,0.2891566265060241,shorter,True,mixed,lost,
5804,66,38,0.42424242424242425,shorter,True,mixed,lost,
515682,114,64,0.43859649122807015,shorter,False,mixed,unresolved,
329433,99,48,0.5151515151515151,shorter,True,mixed,lost,
92248,91,58,0.3626373626373626,shorter,True,mixed,unchanged,both_zero_confirmed
136466,62,23,0.6290322580645161,shorter,True,mixed,mixed,
107558,66,40,0.3939393939393939,shorter,True,mixed,unchanged,both_zero_confirmed
193349,98,42,0.5714285714285714,shorter,False,mixed,unresolved,
312682,77,13,0.8311688311688312,shorter,True,lost,unchanged,both_zero_confirmed
626,61,75,-0.22950819672131148,longer,True,mixed,unchanged,both_zero_confirmed
439426,51,47,0.0784313725490196,shorter,False,unresolved,unchanged,both_zero_confirmed
420914,72,62,0.1388888888888889,shorter,True,lost,gained,
55155,79,12,0.8481012658227848,shorter,True,unchanged,lost,
295076,89,28,0.6853932584269663,shorter,False,unresolved,lost,
273317,106,47,0.5566037735849056,shorter,True,mixed,lost,
300876,97,54,0.44329896907216493,shorter,True,mixed,unchanged,known_nonzero_unchanged
416145,69,30,0.5652173913043478,shorter,True,mixed,unchanged,both_zero_confirmed
20487,58,37,0.3620689655172414,shorter,True,mixed,unchanged,known_nonzero_unchanged
565778,76,44,0.42105263157894735,shorter,True,mixed,unchanged,both_zero_confirmed
451944,118,54,0.5423728813559322,shorter,True,mixed,unchanged,both_zero_confirmed
497049,106,62,0.41509433962264153,shorter,True,mixed,gained,
484303,61,17,0.7213114754098361,shorter,True,mixed,unchanged,both_zero_confirmed
550051,114,57,0.5,shorter,True,mixed,lost,
140010,56,52,0.07142857142857142,shorter,False,mixed,unresolved,
437303,96,63,0.34375,shorter,True,mixed,mixed,
378276,130,54,0.5846153846153846,shorter,True,mixed,lost,
183469,58,33,0.43103448275862066,shorter,False,unresolved,unresolved,
220277,49,31,0.3673469387755102,shorter,True,mixed,unchanged,both_zero_confirmed
