contribution_to_original_words,hallucination_change,length_group,net_reduction,original_count,pair_id,pos,steer_count,supported_change
0.07865168539325842,unresolved,shorter,7,7,396768,ADV,0,lost
0.011235955056179775,unresolved,shorter,1,5,396768,AUX,4,lost
0.0,unresolved,shorter,0,2,396768,CCONJ,2,lost
0.1348314606741573,unresolved,shorter,12,16,396768,DET,4,lost
0.16853932584269662,unresolved,shorter,15,23,396768,NOUN,8,lost
-0.011235955056179775,unresolved,shorter,-1,1,396768,NUM,2,lost
0.02247191011235955,unresolved,shorter,2,4,396768,PRON,2,lost
0.0898876404494382,unresolved,shorter,8,12,396768,VERB,4,lost
0.015151515151515152,unresolved,shorter,1,3,342770,ADJ,2,mixed
0.030303030303030304,unresolved,shorter,2,7,342770,ADP,5,mixed
0.015151515151515152,unresolved,shorter,1,2,342770,ADV,1,mixed
0.015151515151515152,unresolved,shorter,1,4,342770,AUX,3,mixed
0.030303030303030304,unresolved,shorter,2,4,342770,CCONJ,2,mixed
0.06060606060606061,unresolved,shorter,4,14,342770,DET,10,mixed
0.045454545454545456,unresolved,shorter,3,17,342770,NOUN,14,mixed
0.030303030303030304,unresolved,shorter,2,2,342770,PART,0,mixed
-0.030303030303030304,unresolved,shorter,-2,0,342770,PRON,2,mixed
0.030303030303030304,unresolved,shorter,2,2,342770,PROPN,0,mixed
0.09090909090909091,unresolved,shorter,6,11,342770,VERB,5,mixed
0.09375,unresolved,shorter,6,8,487391,ADJ,2,unresolved
0.140625,unresolved,shorter,9,11,487391,ADP,2,unresolved
0.046875,unresolved,shorter,3,3,487391,AUX,0,unresolved
0.03125,unresolved,shorter,2,3,487391,CCONJ,1,unresolved
0.1875,unresolved,shorter,12,13,487391,DET,1,unresolved
0.21875,unresolved,shorter,14,18,487391,NOUN,4,unresolved
0.015625,unresolved,shorter,1,2,487391,NUM,1,unresolved
-0.015625,unresolved,shorter,-1,0,487391,PRON,1,unresolved
0.078125,unresolved,shorter,5,6,487391,VERB,1,unresolved
0.04040404040404041,unresolved,shorter,4,5,542511,ADJ,1,unresolved
0.09090909090909091,unresolved,shorter,9,16,542511,ADP,7,unresolved
0.0,unresolved,shorter,0,1,542511,ADV,1,unresolved
0.010101010101010102,unresolved,shorter,1,2,542511,AUX,1,unresolved
0.06060606060606061,unresolved,shorter,6,7,542511,CCONJ,1,unresolved
0.06060606060606061,unresolved,shorter,6,19,542511,DET,13,unresolved
0.15151515151515152,unresolved,shorter,15,34,542511,NOUN,19,unresolved
0.020202020202020204,unresolved,shorter,2,2,542511,NUM,0,unresolved
0.010101010101010102,unresolved,shorter,1,1,542511,PART,0,unresolved
0.020202020202020204,unresolved,shorter,2,4,542511,PRON,2,unresolved
0.04040404040404041,unresolved,shorter,4,8,542511,VERB,4,unresolved
0.01639344262295082,unresolved,shorter,1,6,525322,ADJ,5,unresolved
0.03278688524590164,unresolved,shorter,2,7,525322,ADP,5,unresolved
0.03278688524590164,unresolved,shorter,2,2,525322,ADV,0,unresolved
-0.03278688524590164,unresolved,shorter,-2,2,525322,AUX,4,unresolved
0.0,unresolved,shorter,0,2,525322,CCONJ,2,unresolved
0.14754098360655737,unresolved,shorter,9,13,525322,DET,4,unresolved
0.13114754098360656,unresolved,shorter,8,18,525322,NOUN,10,unresolved
-0.01639344262295082,unresolved,shorter,-1,1,525322,NUM,2,unresolved
-0.01639344262295082,unresolved,shorter,-1,1,525322,PRON,2,unresolved
-0.01639344262295082,unresolved,shorter,-1,1,525322,SCONJ,2,unresolved
0.08196721311475409,unresolved,shorter,5,8,525322,VERB,3,unresolved
0.07692307692307693,unresolved,shorter,5,7,279305,ADJ,2,unresolved
0.0,unresolved,shorter,0,6,279305,ADP,6,unresolved
0.015384615384615385,unresolved,shorter,1,1,279305,ADV,0,unresolved
0.015384615384615385,unresolved,shorter,1,3,279305,AUX,2,unresolved
0.046153846153846156,unresolved,shorter,3,4,279305,CCONJ,1,unresolved
0.09230769230769231,unresolved,shorter,6,12,279305,DET,6,unresolved
0.15384615384615385,unresolved,shorter,10,22,279305,NOUN,12,unresolved
0.015384615384615385,unresolved,shorter,1,1,279305,PART,0,unresolved
-0.015384615384615385,unresolved,shorter,-1,0,279305,PRON,1,unresolved
0.06153846153846154,unresolved,shorter,4,9,279305,VERB,5,unresolved
0.0,unresolved,shorter,0,7,45472,ADJ,7,unresolved
0.07865168539325842,unresolved,shorter,7,14,45472,ADP,7,unresolved
0.011235955056179775,unresolved,shorter,1,2,45472,ADV,1,unresolved
0.033707865168539325,unresolved,shorter,3,4,45472,AUX,1,unresolved
0.033707865168539325,unresolved,shorter,3,6,45472,CCONJ,3,unresolved
0.14606741573033707,unresolved,shorter,13,18,45472,DET,5,unresolved
0.16853932584269662,unresolved,shorter,15,26,45472,NOUN,11,unresolved
0.011235955056179775,unresolved,shorter,1,1,45472,PART,0,unresolved
-0.011235955056179775,unresolved,shorter,-1,1,45472,PRON,2,unresolved
0.011235955056179775,unresolved,shorter,1,1,45472,PROPN,0,unresolved
0.011235955056179775,unresolved,shorter,1,1,45472,SCONJ,0,unresolved
0.0449438202247191,unresolved,shorter,4,8,45472,VERB,4,unresolved
0.022222222222222223,unresolved,shorter,2,5,102609,ADJ,3,unresolved
0.1111111111111111,unresolved,shorter,10,13,102609,ADP,3,unresolved
0.022222222222222223,unresolved,shorter,2,3,102609,ADV,1,unresolved
0.06666666666666667,unresolved,shorter,6,7,102609,AUX,1,unresolved
0.011111111111111112,unresolved,shorter,1,3,102609,CCONJ,2,unresolved
0.1111111111111111,unresolved,shorter,10,17,102609,DET,7,unresolved
0.17777777777777778,unresolved,shorter,16,26,102609,NOUN,10,unresolved
0.011111111111111112,unresolved,shorter,1,1,102609,PART,0,unresolved
0.022222222222222223,unresolved,shorter,2,3,102609,PRON,1,unresolved
0.011111111111111112,unresolved,shorter,1,1,102609,SCONJ,0,unresolved
0.1111111111111111,unresolved,shorter,10,11,102609,VERB,1,unresolved
0.010101010101010102,mixed,shorter,1,8,403482,ADJ,7,mixed
0.08080808080808081,mixed,shorter,8,15,403482,ADP,7,mixed
0.010101010101010102,mixed,shorter,1,2,403482,ADV,1,mixed
-0.010101010101010102,mixed,shorter,-1,4,403482,AUX,5,mixed
0.020202020202020204,mixed,shorter,2,5,403482,CCONJ,3,mixed
0.06060606060606061,mixed,shorter,6,23,403482,DET,17,mixed
0.04040404040404041,mixed,shorter,4,30,403482,NOUN,26,mixed
-0.020202020202020204,mixed,shorter,-2,0,403482,NUM,2,mixed
0.020202020202020204,mixed,shorter,2,3,403482,PRON,1,mixed
-0.010101010101010102,mixed,shorter,-1,0,403482,SCONJ,1,mixed
0.06060606060606061,mixed,shorter,6,9,403482,VERB,3,mixed
0.07526881720430108,unresolved,shorter,7,9,45388,ADJ,2,unresolved
0.08602150537634409,unresolved,shorter,8,11,45388,ADP,3,unresolved
0.0,unresolved,shorter,0,1,45388,ADV,1,unresolved
0.010752688172043012,unresolved,shorter,1,3,45388,AUX,2,unresolved
0.010752688172043012,unresolved,shorter,1,2,45388,CCONJ,1,unresolved
0.13978494623655913,unresolved,shorter,13,20,45388,DET,7,unresolved
0.22580645161290322,unresolved,shorter,21,28,45388,NOUN,7,unresolved
0.03225806451612903,unresolved,shorter,3,3,45388,PART,0,unresolved
0.021505376344086023,unresolved,shorter,2,2,45388,PRON,0,unresolved
0.10752688172043011,unresolved,shorter,10,14,45388,VERB,4,unresolved
0.017241379310344827,unresolved,shorter,2,6,281711,ADJ,4,unresolved
0.14655172413793102,unresolved,shorter,17,20,281711,ADP,3,unresolved
0.02586206896551724,unresolved,shorter,3,4,281711,ADV,1,unresolved
0.02586206896551724,unresolved,shorter,3,5,281711,AUX,2,unresolved
0.0,unresolved,shorter,0,3,281711,CCONJ,3,unresolved
0.15517241379310345,unresolved,shorter,18,28,281711,DET,10,unresolved
0.15517241379310345,unresolved,shorter,18,30,281711,NOUN,12,unresolved
0.017241379310344827,unresolved,shorter,2,2,281711,NUM,0,unresolved
0.02586206896551724,unresolved,shorter,3,4,281711,PRON,1,unresolved
0.008620689655172414,unresolved,shorter,1,1,281711,SCONJ,0,unresolved
0.06896551724137931,unresolved,shorter,8,13,281711,VERB,5,unresolved
0.0392156862745098,unresolved,shorter,4,8,268717,ADJ,4,mixed
0.10784313725490197,unresolved,shorter,11,15,268717,ADP,4,mixed
0.049019607843137254,unresolved,shorter,5,5,268717,ADV,0,mixed
0.029411764705882353,unresolved,shorter,3,4,268717,AUX,1,mixed
0.0392156862745098,unresolved,shorter,4,5,268717,CCONJ,1,mixed
0.09803921568627451,unresolved,shorter,10,18,268717,DET,8,mixed
0.13725490196078433,unresolved,shorter,14,29,268717,NOUN,15,mixed
0.029411764705882353,unresolved,shorter,3,5,268717,PRON,2,mixed
0.00980392156862745,unresolved,shorter,1,1,268717,SCONJ,0,mixed
0.058823529411764705,unresolved,shorter,6,12,268717,VERB,6,mixed
0.03508771929824561,unresolved,shorter,4,8,318854,ADJ,4,unresolved
0.07894736842105263,unresolved,shorter,9,16,318854,ADP,7,unresolved
0.008771929824561403,unresolved,shorter,1,2,318854,ADV,1,unresolved
0.03508771929824561,unresolved,shorter,4,6,318854,AUX,2,unresolved
0.03508771929824561,unresolved,shorter,4,6,318854,CCONJ,2,unresolved
0.08771929824561403,unresolved,shorter,10,23,318854,DET,13,unresolved
0.09649122807017543,unresolved,shorter,11,30,318854,NOUN,19,unresolved
0.017543859649122806,unresolved,shorter,2,2,318854,NUM,0,unresolved
0.008771929824561403,unresolved,shorter,1,1,318854,PART,0,unresolved
0.02631578947368421,unresolved,shorter,3,5,318854,PRON,2,unresolved
0.07894736842105263,unresolved,shorter,9,15,318854,VERB,6,unresolved
0.05555555555555555,unresolved,shorter,4,7,402992,ADJ,3,unresolved
0.09722222222222222,unresolved,shorter,7,15,402992,ADP,8,unresolved
-0.013888888888888888,unresolved,shorter,-1,2,402992,ADV,3,unresolved
-0.05555555555555555,unresolved,shorter,-4,1,402992,AUX,5,unresolved
0.027777777777777776,unresolved,shorter,2,2,402992,CCONJ,0,unresolved
0.06944444444444445,unresolved,shorter,5,12,402992,DET,7,unresolved
0.09722222222222222,unresolved,shorter,7,18,402992,NOUN,11,unresolved
0.0,unresolved,shorter,0,1,402992,NUM,1,unresolved
0.027777777777777776,unresolved,shorter,2,6,402992,PRON,4,unresolved
-0.027777777777777776,unresolved,shorter,-2,0,402992,SCONJ,2,unresolved
0.027777777777777776,unresolved,shorter,2,8,402992,VERB,6,unresolved
0.07692307692307693,unchanged,shorter,8,11,321176,ADJ,3,mixed
0.08653846153846154,unchanged,shorter,9,10,321176,ADP,1,mixed
0.019230769230769232,unchanged,shorter,2,3,321176,ADV,1,mixed
0.019230769230769232,unchanged,shorter,2,5,321176,AUX,3,mixed
0.019230769230769232,unchanged,shorter,2,4,321176,CCONJ,2,mixed
0.16346153846153846,unchanged,shorter,17,22,321176,DET,5,mixed
0.19230769230769232,unchanged,shorter,20,27,321176,NOUN,7,mixed
0.009615384615384616,unchanged,shorter,1,3,321176,PART,2,mixed
0.009615384615384616,unchanged,shorter,1,5,321176,PRON,4,mixed
0.057692307692307696,unchanged,shorter,6,14,321176,VERB,8,mixed
0.10638297872340426,mixed,shorter,10,10,34520,ADJ,0,unresolved
0.11702127659574468,mixed,shorter,11,14,34520,ADP,3,unresolved
0.0,mixed,shorter,0,1,34520,ADV,1,unresolved
0.010638297872340425,mixed,shorter,1,2,34520,AUX,1,unresolved
0.05319148936170213,mixed,shorter,5,5,34520,CCONJ,0,unresolved
0.1702127659574468,mixed,shorter,16,20,34520,DET,4,unresolved
0.2127659574468085,mixed,shorter,20,24,34520,NOUN,4,unresolved
0.02127659574468085,mixed,shorter,2,2,34520,NUM,0,unresolved
0.010638297872340425,mixed,shorter,1,1,34520,PART,0,unresolved
0.0425531914893617,mixed,shorter,4,4,34520,PRON,0,unresolved
0.11702127659574468,mixed,shorter,11,11,34520,VERB,0,unresolved
0.053763440860215055,lost,shorter,5,6,379542,ADJ,1,mixed
0.07526881720430108,lost,shorter,7,10,379542,ADP,3,mixed
0.053763440860215055,lost,shorter,5,6,379542,ADV,1,mixed
0.010752688172043012,lost,shorter,1,3,379542,AUX,2,mixed
0.021505376344086023,lost,shorter,2,3,379542,CCONJ,1,mixed
0.10752688172043011,lost,shorter,10,18,379542,DET,8,mixed
0.15053763440860216,lost,shorter,14,25,379542,NOUN,11,mixed
0.021505376344086023,lost,shorter,2,2,379542,PART,0,mixed
0.06451612903225806,lost,shorter,6,7,379542,PRON,1,mixed
0.010752688172043012,lost,shorter,1,1,379542,SCONJ,0,mixed
0.08602150537634409,lost,shorter,8,12,379542,VERB,4,mixed
0.02857142857142857,lost,shorter,3,9,340654,ADJ,6,mixed
0.06666666666666667,lost,shorter,7,14,340654,ADP,7,mixed
0.01904761904761905,lost,shorter,2,2,340654,ADV,0,mixed
0.0380952380952381,lost,shorter,4,7,340654,AUX,3,mixed
0.009523809523809525,lost,shorter,1,7,340654,CCONJ,6,mixed
0.06666666666666667,lost,shorter,7,20,340654,DET,13,mixed
0.11428571428571428,lost,shorter,12,31,340654,NOUN,19,mixed
-0.01904761904761905,lost,shorter,-2,0,340654,NUM,2,mixed
0.009523809523809525,lost,shorter,1,4,340654,PRON,3,mixed
0.0,lost,shorter,0,2,340654,PROPN,2,mixed
0.047619047619047616,lost,shorter,5,9,340654,VERB,4,mixed
0.09174311926605505,unresolved,shorter,10,12,40705,ADJ,2,unresolved
0.11926605504587157,unresolved,shorter,13,18,40705,ADP,5,unresolved
0.027522935779816515,unresolved,shorter,3,4,40705,ADV,1,unresolved
0.0,unresolved,shorter,0,2,40705,AUX,2,unresolved
0.027522935779816515,unresolved,shorter,3,4,40705,CCONJ,1,unresolved
0.13761467889908258,unresolved,shorter,15,23,40705,DET,8,unresolved
0.1743119266055046,unresolved,shorter,19,29,40705,NOUN,10,unresolved
0.027522935779816515,unresolved,shorter,3,3,40705,NUM,0,unresolved
0.009174311926605505,unresolved,shorter,1,1,40705,PART,0,unresolved
0.009174311926605505,unresolved,shorter,1,4,40705,PRON,3,unresolved
0.03669724770642202,unresolved,shorter,4,9,40705,VERB,5,unresolved
-0.027522935779816515,lost,shorter,-3,5,198120,ADJ,8,mixed
0.045871559633027525,lost,shorter,5,14,198120,ADP,9,mixed
0.045871559633027525,lost,shorter,5,5,198120,ADV,0,mixed
0.009174311926605505,lost,shorter,1,4,198120,AUX,3,mixed
0.01834862385321101,lost,shorter,2,7,198120,CCONJ,5,mixed
0.11009174311926606,lost,shorter,12,20,198120,DET,8,mixed
0.10091743119266056,lost,shorter,11,32,198120,NOUN,21,mixed
0.009174311926605505,lost,shorter,1,1,198120,PART,0,mixed
0.009174311926605505,lost,shorter,1,4,198120,PRON,3,mixed
0.09174311926605505,lost,shorter,10,17,198120,VERB,7,mixed
0.05217391304347826,unresolved,shorter,6,14,469671,ADJ,8,mixed
0.0782608695652174,unresolved,shorter,9,16,469671,ADP,7,mixed
0.02608695652173913,unresolved,shorter,3,4,469671,ADV,1,mixed
0.02608695652173913,unresolved,shorter,3,3,469671,AUX,0,mixed
0.0,unresolved,shorter,0,4,469671,CCONJ,4,mixed
0.13043478260869565,unresolved,shorter,15,21,469671,DET,6,mixed
0.11304347826086956,unresolved,shorter,13,31,469671,NOUN,18,mixed
0.017391304347826087,unresolved,shorter,2,2,469671,NUM,0,mixed
0.017391304347826087,unresolved,shorter,2,4,469671,PRON,2,mixed
0.09565217391304348,unresolved,shorter,11,16,469671,VERB,5,mixed
0.0782608695652174,lost,shorter,9,9,402623,ADJ,0,mixed
0.16521739130434782,lost,shorter,19,20,402623,ADP,1,mixed
0.017391304347826087,lost,shorter,2,2,402623,ADV,0,mixed
0.05217391304347826,lost,shorter,6,6,402623,AUX,0,mixed
0.017391304347826087,lost,shorter,2,2,402623,CCONJ,0,mixed
0.22608695652173913,lost,shorter,26,28,402623,DET,2,mixed
0.22608695652173913,lost,shorter,26,32,402623,NOUN,6,mixed
0.008695652173913044,lost,shorter,1,2,402623,NUM,1,mixed
0.017391304347826087,lost,shorter,2,2,402623,PRON,0,mixed
0.08695652173913043,lost,shorter,10,12,402623,VERB,2,mixed
0.028169014084507043,lost,shorter,2,4,308391,ADJ,2,lost
0.1267605633802817,lost,shorter,9,9,308391,ADP,0,lost
0.014084507042253521,lost,shorter,1,1,308391,ADV,0,lost
0.014084507042253521,lost,shorter,1,1,308391,AUX,0,lost
0.028169014084507043,lost,shorter,2,2,308391,CCONJ,0,lost
0.19718309859154928,lost,shorter,14,14,308391,DET,0,lost
0.2676056338028169,lost,shorter,19,19,308391,NOUN,0,lost
0.028169014084507043,lost,shorter,2,4,308391,PRON,2,lost
0.09859154929577464,lost,shorter,7,7,308391,PROPN,0,lost
0.11267605633802817,lost,shorter,8,10,308391,VERB,2,lost
0.018518518518518517,lost,shorter,2,8,289392,ADJ,6,mixed
0.037037037037037035,lost,shorter,4,11,289392,ADP,7,mixed
0.037037037037037035,lost,shorter,4,4,289392,ADV,0,mixed
0.037037037037037035,lost,shorter,4,6,289392,AUX,2,mixed
0.018518518518518517,lost,shorter,2,4,289392,CCONJ,2,mixed
0.10185185185185185,lost,shorter,11,20,289392,DET,9,mixed
0.18518518518518517,lost,shorter,20,32,289392,NOUN,12,mixed
0.009259259259259259,lost,shorter,1,4,289392,PRON,3,mixed
0.018518518518518517,lost,shorter,2,2,289392,SCONJ,0,mixed
0.1111111111111111,lost,shorter,12,17,289392,VERB,5,mixed
0.07228915662650602,unresolved,shorter,6,8,451915,ADJ,2,unresolved
0.024096385542168676,unresolved,shorter,2,8,451915,ADP,6,unresolved
0.024096385542168676,unresolved,shorter,2,2,451915,ADV,0,unresolved
0.024096385542168676,unresolved,shorter,2,5,451915,AUX,3,unresolved
0.012048192771084338,unresolved,shorter,1,5,451915,CCONJ,4,unresolved
0.024096385542168676,unresolved,shorter,2,13,451915,DET,11,unresolved
0.10843373493975904,unresolved,shorter,9,22,451915,NOUN,13,unresolved
0.024096385542168676,unresolved,shorter,2,2,451915,PART,0,unresolved
-0.012048192771084338,unresolved,shorter,-1,3,451915,PRON,4,unresolved
0.012048192771084338,unresolved,shorter,1,1,451915,SCONJ,0,unresolved
0.12048192771084337,unresolved,shorter,10,14,451915,VERB,4,unresolved
0.0,mixed,shorter,0,6,25986,ADJ,6,mixed
0.10204081632653061,mixed,shorter,10,16,25986,ADP,6,mixed
0.0,mixed,shorter,0,2,25986,ADV,2,mixed
0.030612244897959183,mixed,shorter,3,4,25986,AUX,1,mixed
0.01020408163265306,mixed,shorter,1,6,25986,CCONJ,5,mixed
0.12244897959183673,mixed,shorter,12,17,25986,DET,5,mixed
0.11224489795918367,mixed,shorter,11,31,25986,NOUN,20,mixed
0.02040816326530612,mixed,shorter,2,2,25986,NUM,0,mixed
0.02040816326530612,mixed,shorter,2,4,25986,PRON,2,mixed
0.061224489795918366,mixed,shorter,6,10,25986,VERB,4,mixed
0.09523809523809523,unchanged,shorter,10,11,270593,ADJ,1,mixed
0.18095238095238095,unchanged,shorter,19,21,270593,ADP,2,mixed
0.01904761904761905,unchanged,shorter,2,2,270593,ADV,0,mixed
0.01904761904761905,unchanged,shorter,2,3,270593,AUX,1,mixed
0.02857142857142857,unchanged,shorter,3,3,270593,CCONJ,0,mixed
0.1619047619047619,unchanged,shorter,17,19,270593,DET,2,mixed
0.22857142857142856,unchanged,shorter,24,27,270593,NOUN,3,mixed
0.047619047619047616,unchanged,shorter,5,5,270593,NUM,0,mixed
0.0380952380952381,unchanged,shorter,4,4,270593,PRON,0,mixed
0.009523809523809525,unchanged,shorter,1,1,270593,SCONJ,0,mixed
0.08571428571428572,unchanged,shorter,9,9,270593,VERB,0,mixed
0.028846153846153848,unresolved,shorter,3,6,295574,ADJ,3,mixed
0.11538461538461539,unresolved,shorter,12,18,295574,ADP,6,mixed
0.019230769230769232,unresolved,shorter,2,2,295574,ADV,0,mixed
-0.019230769230769232,unresolved,shorter,-2,3,295574,AUX,5,mixed
-0.009615384615384616,unresolved,shorter,-1,2,295574,CCONJ,3,mixed
0.10576923076923077,unresolved,shorter,11,24,295574,DET,13,mixed
0.10576923076923077,unresolved,shorter,11,27,295574,NOUN,16,mixed
0.0,unresolved,shorter,0,1,295574,PART,1,mixed
0.038461538461538464,unresolved,shorter,4,6,295574,PRON,2,mixed
0.07692307692307693,unresolved,shorter,8,15,295574,VERB,7,mixed
0.02631578947368421,unresolved,shorter,3,7,55244,ADJ,4,unresolved
0.10526315789473684,unresolved,shorter,12,18,55244,ADP,6,unresolved
0.008771929824561403,unresolved,shorter,1,1,55244,ADV,0,unresolved
0.03508771929824561,unresolved,shorter,4,7,55244,AUX,3,unresolved
0.008771929824561403,unresolved,shorter,1,3,55244,CCONJ,2,unresolved
